,clave,Nombre,Maestro,Lunes,Martes,Miercoles,Jueves,Viernes,plan
617,IL0311,InvestigaciÃ³n de operaciones estocÃ¡sticas,Moo Valle / Ricky Omar,-,-,-,09:00-11:00,07:00-09:00,2018IL
618,DP0295,Taller de formaciÃ³n en responsabilidad social y ambiental,Cucurachi DurÃ¡n / Sergio JesÃºs,-,-,17:00-18:00,-,16:00-18:00,2018IL
619,DP0295,Taller de formaciÃ³n en responsabilidad social y ambiental,CerÃ³n Benitez / Mitzi Anayancin,-,-,19:00-21:00,-,20:00-21:00,2018IL
620,DP0396,Identidad y cultura,Alavez San Pedro / Minerva,-,16:00-18:00,-,-,16:00-17:00,2018IL
621,II0320,Ecuaciones diferenciales,Mejenes SÃ¡nchez / Omar,-,07:00-09:00,-,07:00-08:00,-,2018IL
622,II0320,Ecuaciones diferenciales,Canul ChalÃ© / Juan Diego,-,-,19:00-20:00,-,14:00-16:00,2018IL
623,DP0295,Taller de formaciÃ³n en responsabilidad social y ambiental,Cucurachi DurÃ¡n / Sergio JesÃºs,-,-,18:00-20:00,-,18:00-19:00,2018IL
624,DP0295,Taller de formaciÃ³n en responsabilidad social y ambiental,Lugo HernÃ¡ndez / Lizbeth,-,-,17:00-19:00,17:00-18:00,-,2018IL
625,DP0396,Identidad y cultura,Cucurachi DurÃ¡n / Sergio JesÃºs,-,20:00-21:00,-,-,20:00-22:00,2018IL
626,IL3422,Liderazgo y equipos de trabajo,GarcÃ­a Rivera / Miriam Angelica,-,-,15:00-16:00,-,14:00-16:00,2018IL
627,DP0295,Taller de formaciÃ³n en responsabilidad social y ambiental,Lugo HernÃ¡ndez / Lizbeth,-,-,19:00-21:00,-,20:00-21:00,2018IL
628,DP0295,Taller de formaciÃ³n en responsabilidad social y ambiental,MuÃ±oz Dzib / Melchor Ernesto,-,18:00-19:00,-,-,18:00-20:00,2018IL
629,DP0396,Identidad y cultura,Alavez San Pedro / Minerva,-,14:00-16:00,-,15:00-16:00,-,2018IL
630,II0422,Taller de emprendedores,Arreola MejÃ­a / Sonia Amalia,-,13:00-15:00,-,13:00-14:00,-,2018IL
631,DP0497,Problemas del mundo contemporÃ¡neo,VÃ¡zquez Flores / Graciela,-,-,09:00-11:00,-,09:00-10:00,2018IL
632,ID0308,AnÃ¡lisis de grandes volÃºmenes de datos,Olivares GonzÃ¡lez / Cyntya,09:00-11:00,-,-,09:00-11:00,-,2018IL
633,ID0309,Aprendizaje estadÃ­stico,TreviÃ±o ArzÃ¡palo / Ãngel Alejandro,-,09:00-11:00,-,07:00-08:00,-,2018IL
634,ID3424,VisualizaciÃ³n de datos,Mendiola Fuentes / Jessica Carmin,07:00-08:00,-,-,-,07:00-09:00,2018IL
635,II0217,Contabilidad financiera,GarcÃ­a Rivera / Miriam Angelica,08:00-09:00,-,07:00-09:00,-,-,2018IL
636,II0219,IngenierÃ­a de costos,GarcÃ­a Rivera / Miriam Angelica,11:00-13:00,-,12:00-13:00,-,-,2018IL
637,II3472,Taller de software para ingenierÃ­a,Gallareta NegrÃ³n / Mirbella Teresa,13:00-14:00,-,-,13:00-15:00,-,2018IL
638,II3473,Abastecimientos,Moo Valle / Ricky Omar,-,13:00-15:00,-,-,10:00-11:00,2018IL
639,NI3439,FormulaciÃ³n y desarrollo del plan de marketing,Zapata SolÃ­s / Zuemy De Lourdes,-,07:00-09:00,-,08:00-09:00,-,2018IL
640,II3473,Abastecimientos,Moo Valle / Ricky Omar,-,-,14:00-15:00,-,14:00-16:00,2018IL
641,DP0497,Problemas del mundo contemporÃ¡neo,SÃ¡nchez Novelo / Mariela de JesÃºs,-,20:00-22:00,-,-,19:00-20:00,2018IL
642,DP0498,Problemas de MÃ©xico,Manzo de LeÃ³n / Leonela Paola,20:00-22:00,-,20:00-21:00,-,-,2018IL
643,II0422,Taller de emprendedores,TreviÃ±o ArzÃ¡palo / Ãngel Alejandro,07:00-09:00,-,07:00-08:00,-,-,2018IL
644,NI3431,Marketing en los negocios electrÃ³nicos,Canche Dzul / Arely Del Socorro,21:00-22:00,-,-,-,19:00-21:00,2018IL
645,DP0497,Problemas del mundo contemporÃ¡neo,SÃ¡nchez Novelo / Mariela de JesÃºs,20:00-22:00,-,-,17:00-18:00,-,2018IL
646,DP0396,Identidad y cultura,Alavez San Pedro / Minerva,-,-,19:00-21:00,-,19:00-20:00,2018IL
647,DP0396,Identidad y cultura,Barragan Garcia / Marco Antonio,-,14:00-16:00,-,-,17:00-18:00,2018IL
648,II0219,IngenierÃ­a de costos,GarcÃ­a Rivera / Miriam Angelica,-,13:00-15:00,-,14:00-15:00,-,2018IL
649,PIL0303,PrÃ¡cticas profesionales II,GarcÃ­a FernÃ¡ndez / Alejandro,-,-,-,-,-,2018IL
650,DP0497,Problemas del mundo contemporÃ¡neo,SÃ¡nchez Novelo / Mariela de JesÃºs,-,18:00-20:00,-,-,20:00-21:00,2018IL
651,DP0497,Problemas del mundo contemporÃ¡neo,Castro Gonzalez / Julieta,-,-,19:00-20:00,-,20:00-22:00,2018IL
652,DP0498,Problemas de MÃ©xico,DÃ­az Molina / Libertad Fidelina,-,14:00-16:00,-,15:00-16:00,-,2018IL
653,IL0418,Modelos de simulaciÃ³n y logÃ­stica,Cobos Del Ãngel / Diana del Pilar,-,16:00-17:00,17:00-19:00,-,-,2018IL
654,IL0419,Transporte y distribuciÃ³n,Cobos Del Ãngel / Diana del Pilar,-,17:00-19:00,-,16:00-18:00,-,2018IL
655,IL3417,LogÃ­stica de recuperaciÃ³n,Cabello Robles / Citlali Abigail,-,19:00-21:00,-,20:00-21:00,-,2018IL
656,IL3420,Industria turÃ­stica y su entorno,Basto Cohuo / Jonathan Abimael,20:00-21:00,-,19:00-21:00,-,-,2018IL
657,IL3427,MinerÃ­a de procesos,Gallareta NegrÃ³n / Mirbella Teresa,19:00-20:00,-,-,18:00-20:00,-,2018IL
658,IT0427,Proyecto terminal,Aguas GarcÃ­a / Nancy,16:00-19:00,-,-,-,-,2018IL
659,DP0499,Seminario de investigaciÃ³n,Barragan Garcia / Marco Antonio,16:00-19:00,-,-,-,-,2018IL
660,II3473,Abastecimientos,Moo Valle / Ricky Omar,-,-,14:00-15:00,-,14:00-16:00,2018IL
661,DP0498,Problemas de MÃ©xico,Cervera LeÃ³n / JosÃ© Samuel,-,-,17:00-19:00,16:00-17:00,-,2018IL
662,DP0499,Seminario de investigaciÃ³n,Barragan Garcia / Marco Antonio,-,20:00-22:00,-,20:00-21:00,-,2018IL
663,II0422,Taller de emprendedores,TreviÃ±o ArzÃ¡palo / Ãngel Alejandro,07:00-09:00,-,07:00-08:00,-,-,2018IL
664,NI3431,Marketing en los negocios electrÃ³nicos,Canche Dzul / Arely Del Socorro,21:00-22:00,-,-,-,19:00-21:00,2018IL
665,DP0498,Problemas de MÃ©xico,Aguilar HernÃ¡ndez / Miguel Ãngel,16:00-17:00,-,16:00-18:00,-,-,2018IL
666,DP0498,Problemas de MÃ©xico,Barragan Garcia / Marco Antonio,-,-,16:00-18:00,-,16:00-17:00,2018IL
667,DP0499,Seminario de investigaciÃ³n,Reyes Miranda / JosÃ© Felipe,16:00-18:00,-,18:00-19:00,-,-,2018IL
668,IT0427,Proyecto terminal,Zavala LÃ³pez / Erika Erendira,16:00-19:00,-,-,-,-,2018IL
669,II0219,IngenierÃ­a de costos,GarcÃ­a Rivera / Miriam Angelica,-,13:00-15:00,-,14:00-15:00,-,2018IL
670,IL0417,Almacenes e inventarios,TreviÃ±o ArzÃ¡palo / Ãngel Alejandro,-,08:00-09:00,08:00-10:00,-,-,2018IL
671,DP0498,Problemas de MÃ©xico,Manzo de LeÃ³n / Leonela Paola,18:00-20:00,-,-,-,18:00-19:00,2018IL
672,DP0499,Seminario de investigaciÃ³n,Reyes Miranda / JosÃ© Felipe,14:00-16:00,-,14:00-15:00,-,-,2018IL
673,DP0193,Taller de redacción profesional,Parra Dorantes / Roberto,-,-,09:00-11:00,-,09:00-10:00,2021ID
674,ID0106,Matemáticas discretas,Zavala Amezcua / Eva Mirelle,07:00-09:00,-,07:00-09:00,-,-,2021ID
675,ID0107,Diseño de patrones para datos estructurados,Jiménez Sánchez / Ismael,11:00-13:00,-,11:00-13:00,-,-,2021ID
676,ID0108,Física clásica,Ramírez Carmona / Leslye Johanna,-,13:00-14:00,-,09:00-11:00,-,2021ID
677,ID0161,Recursos de comunicación para la era digital,Zavala López / Erika Erendira,-,09:00-11:00,-,08:00-09:00,-,2021ID
678,II0106,Cálculo diferencial,Can Tun / Miguel Alberto,-,07:00-09:00,-,-,07:00-09:00,2021ID
679,IT0161,Sistemas operativos POSIX,Báez López / Yarely,09:00-11:00,-,-,13:00-14:00,-,2021ID
680,IT0264,Introducción a los sistemas de información,Jiménez Sánchez / Ismael,-,-,09:00-11:00,13:00-14:00,-,2021ID
681,DP0193,Taller de redacción profesional,Vargas Hernández / Argentina,07:00-09:00,-,-,07:00-08:00,-,2021ID
682,ID0106,Matemáticas discretas,Guerrero Ruiz / Eugenio,09:00-11:00,-,-,09:00-11:00,-,2021ID
683,ID0107,Diseño de patrones para datos estructurados,Ruíz Hernández / Ricardo Armando,-,09:00-11:00,-,-,09:00-11:00,2021ID
684,ID0108,Física clásica,Mejenes Sánchez / Omar,-,-,-,08:00-09:00,07:00-09:00,2021ID
685,ID0161,Recursos de comunicación para la era digital,Zavala López / Erika Erendira,-,-,09:00-11:00,13:00-14:00,-,2021ID
686,II0106,Cálculo diferencial,Zavala Amezcua / Eva Mirelle,13:00-15:00,07:00-09:00,-,-,-,2021ID
687,IT0161,Sistemas operativos POSIX,Báez López / Yarely,11:00-13:00,-,11:00-12:00,-,-,2021ID
688,IT0264,Introducción a los sistemas de información,Jiménez Sánchez / Ismael,-,-,09:00-11:00,13:00-14:00,-,2021ID
689,DP0193,Taller de redacción profesional,Alvarado Martínez / María Del Carmen,-,-,17:00-18:00,-,16:00-18:00,2021ID
690,DP0001,"Propedéutico de habilidades básicas de lectura, estudio e investigación",Trujillo Ramírez / Jorge Antonio,15:00-17:00,-,-,17:00-18:00,-,2021ID
691,DP0001,"Propedéutico de habilidades básicas de lectura, estudio e investigación",Landero Caraveo / Cledia María,-,17:00-18:00,-,-,15:00-17:00,2021ID
692,DP0191,Taller de interacción grupal y competencias comunicativas,Diaz Barriga Cuevas / Claudia,-,-,-,15:00-17:00,17:00-18:00,2021ID
693,DP0191,Taller de interacción grupal y competencias comunicativas,Diaz Barriga Cuevas / Claudia,18:00-20:00,-,-,17:00-18:00,-,2021ID
694,DP0193,Taller de redacción profesional,Parra Dorantes / Roberto,-,-,18:00-20:00,-,17:00-18:00,2021ID
695,DP0194,Desarrollo de habilidades del pensamiento,Mendoza Luna / José Arturo,-,-,19:00-20:00,-,20:00-22:00,2021ID
696,DP0193,Taller de redacción profesional,Suárez Díaz Barriga / Eduardo,-,13:00-15:00,-,13:00-14:00,-,2021ID
697,DP0193,Taller de redacción profesional,Parra Dorantes / Roberto,-,-,-,17:00-18:00,18:00-20:00,2021ID
698,DP0193,Taller de redacción profesional,Caamal Lora / Gabriel Adoni,-,20:00-21:00,-,-,20:00-22:00,2021ID
699,DP0194,Desarrollo de habilidades del pensamiento,Maich Sangiacomo / Karinna,-,20:00-22:00,-,20:00-21:00,-,2021ID
700,DP0194,Desarrollo de habilidades del pensamiento,Aguilar Hernández / Miguel Ángel,-,19:00-20:00,-,-,18:00-20:00,2021ID
701,DP0191,Taller de interacción grupal y competencias comunicativas,Maldonado Santiago / David,-,-,19:00-20:00,-,16:00-18:00,2021ID
702,DP0193,Taller de redacción profesional,Caamal Lora / Gabriel Adoni,20:00-22:00,-,20:00-21:00,-,-,2021ID
703,DP0001,"Propedéutico de habilidades básicas de lectura, estudio e investigación",Landero Caraveo / Cledia María,14:00-16:00,-,14:00-15:00,-,-,2021ID
704,II0106,Cálculo diferencial,Zue / Juan Carlos,18:00-20:00,-,20:00-22:00,-,-,2021ID
705,II0002,Propedéutico de matematicas para ingenierias,Caamal Uc / Abner Gadiel,07:00-09:00,-,07:00-09:00,-,-,2021ID
706,DP0191,Taller de interacción grupal y competencias comunicativas,Trujillo Ramírez / Jorge Antonio,-,20:00-21:00,-,20:00-22:00,-,2021ID
707,DP0194,Desarrollo de habilidades del pensamiento,López Ávila / Nicté,19:00-21:00,-,-,-,20:00-21:00,2021ID
708,DP0191,Taller de interacción grupal y competencias comunicativas,Maldonado Santiago / David,-,16:00-18:00,-,17:00-18:00,-,2021ID
709,DP0191,Taller de interacción grupal y competencias comunicativas,Maldonado Santiago / David,-,-,18:00-19:00,-,18:00-20:00,2021ID
710,DP0194,Desarrollo de habilidades del pensamiento,Cantero Flores / Víctor,19:00-20:00,-,-,18:00-20:00,-,2021ID
711,DP0194,Desarrollo de habilidades del pensamiento,Aguilar Hernández / Miguel Ángel,-,16:00-18:00,-,16:00-17:00,-,2021ID
712,DP0194,Desarrollo de habilidades del pensamiento,Aguilar Hernández / Miguel Ángel,-,18:00-19:00,-,19:00-21:00,-,2021ID
713,DP0193,Taller de redacción profesional,Mex Torres / Pedro Antonio,11:00-13:00,-,11:00-12:00,-,-,2021ID
714,DP0194,Desarrollo de habilidades del pensamiento,Peralta Del Riego / Víctor Manuel,-,-,12:00-14:00,-,13:00-14:00,2021ID
715,DP0295,Taller de formación en responsabilidad social y ambiental,Cucurachi Durán / Sergio Jesús,-,-,17:00-18:00,-,16:00-18:00,2021ID
716,DP0295,Taller de formación en responsabilidad social y ambiental,Cerón Benitez / Mitzi Anayancin,-,-,19:00-21:00,-,20:00-21:00,2021ID
717,DP0396,Identidad y cultura,Alavez San Pedro / Minerva,-,16:00-18:00,-,-,16:00-17:00,2021ID
718,PID0201,Prácticas Profesionales I,García Fernández / Alejandro,-,-,-,-,-,2021ID
719,ID0263,Sistemas de planificación de recursos empresariales,Morales Saavedra / Emmanuel,16:00-18:00,-,16:00-17:00,-,-,2021ID
720,DP0295,Taller de formación en responsabilidad social y ambiental,Cucurachi Durán / Sergio Jesús,-,-,18:00-20:00,-,18:00-19:00,2021ID
721,DP0295,Taller de formación en responsabilidad social y ambiental,Lugo Hernández / Lizbeth,-,-,17:00-19:00,17:00-18:00,-,2021ID
722,DP0396,Identidad y cultura,Cucurachi Durán / Sergio Jesús,-,20:00-21:00,-,-,20:00-22:00,2021ID
723,DP0295,Taller de formación en responsabilidad social y ambiental,Blanco Valdés / Santiago,-,13:00-15:00,-,13:00-14:00,-,2021ID
724,DP0295,Taller de formación en responsabilidad social y ambiental,Lugo Hernández / Lizbeth,-,-,19:00-21:00,-,20:00-21:00,2021ID
725,DP0295,Taller de formación en responsabilidad social y ambiental,Muñoz Dzib / Melchor Ernesto,-,18:00-19:00,-,-,18:00-20:00,2021ID
726,DP0396,Identidad y cultura,Alavez San Pedro / Minerva,-,14:00-16:00,-,15:00-16:00,-,2021ID
727,DP0497,Problemas del mundo contemporáneo,Sánchez Novelo / Mariela de Jesús,-,20:00-22:00,-,-,19:00-20:00,2021ID
728,DP0498,Problemas de México,Manzo de León / Leonela Paola,20:00-22:00,-,20:00-21:00,-,-,2021ID
729,PID0302,Prácticas profesionales II,García Fernández / Alejandro,-,-,-,-,-,2021ID
730,DP0497,Problemas del mundo contemporáneo,Sánchez Novelo / Mariela de Jesús,20:00-22:00,-,-,17:00-18:00,-,2021ID
731,DP0396,Identidad y cultura,Alavez San Pedro / Minerva,-,-,19:00-21:00,-,19:00-20:00,2021ID
732,DP0396,Identidad y cultura,Barragan Garcia / Marco Antonio,-,14:00-16:00,-,-,17:00-18:00,2021ID
733,DP0497,Problemas del mundo contemporáneo,Sánchez Novelo / Mariela de Jesús,-,18:00-20:00,-,-,20:00-21:00,2021ID
734,DP0497,Problemas del mundo contemporáneo,Castro Gonzalez / Julieta,-,-,19:00-20:00,-,20:00-22:00,2021ID
735,DP0498,Problemas de México,Díaz Molina / Libertad Fidelina,-,14:00-16:00,-,15:00-16:00,-,2021ID
736,DP0499,Seminario de investigación,Barragan Garcia / Marco Antonio,16:00-19:00,-,-,-,-,2021ID
737,DP0498,Problemas de México,Cervera León / José Samuel,-,-,17:00-19:00,16:00-17:00,-,2021ID
738,DP0499,Seminario de investigación,Barragan Garcia / Marco Antonio,-,20:00-22:00,-,20:00-21:00,-,2021ID
739,PID0403,Prácticas profesionales preespecialidad: Inteligencia organizacional y de negocios,García Fernández / Alejandro,-,-,-,-,-,2021ID
740,PID0404,Prácticas Profesionales preespecialidad: Innovación en TIC,García Fernández / Alejandro,-,-,-,-,-,2021ID
741,DP0498,Problemas de México,Aguilar Hernández / Miguel Ángel,16:00-17:00,-,16:00-18:00,-,-,2021ID
742,DP0498,Problemas de México,Barragan Garcia / Marco Antonio,-,-,16:00-18:00,-,16:00-17:00,2021ID
743,DP0499,Seminario de investigación,Reyes Miranda / José Felipe,16:00-18:00,-,18:00-19:00,-,-,2021ID
744,DP0498,Problemas de México,Manzo de León / Leonela Paola,18:00-20:00,-,-,-,18:00-19:00,2021ID
745,DP0499,Seminario de investigación,Reyes Miranda / José Felipe,14:00-16:00,-,14:00-15:00,-,-,2021ID
